Játékos;Szezon;Csapat;G;Min;Min PG;AST;AST PG;AST 100;AST%;AST/ TOV;TOV;TOV PG;TOV 100;TOV%;DRB;ORB;TRB;DRB PG;ORB PG;TRB PG;DRB 100;ORB 100;TRB 100;DRB%;ORB%;TRB%;PFA;PFA PG;PFA 100;PF;PF PG;PF 100;Min / 5 PF;STL;STL PG;STL%;STL/ TOV;BLK;BPG PG;BLK 100;BLK%
BARTIK Zalán;2024-25;Körmend;9;32;3.5;2;0.2;3.4;9.7;1.00;2;0.2;3.4;15.4;3;0;3;0.3;0.0;0.3;5.1;0.0;5.1;11.8;0.0;5.4;0;0.0;0.0;2;0.2;3.4;79.7;1;0.1;1.7;0.5;0;0.0;0.0;0.0
GYIMES Áron;2023-24;ZTE;6;31;5.2;0;0.0;0.0;0.0;0.00;2;0.3;3.6;14.3;2;0;2;0.3;0.0;0.3;3.6;0.0;3.6;6.9;0.0;3.4;0;0.0;0.0;1;0.2;1.8;155.0;1;0.2;1.8;0.5;1;0.2;1.8;3.6
RÁCZ Gábor;2024-25;PVSK;5;31;6.1;0;0.0;0.0;0.0;0.00;2;0.4;3.5;25.0;1;1;2;0.2;0.2;0.4;1.7;1.7;3.5;3.9;3.3;3.6;1;0.2;1.7;1;0.2;1.7;152.9;0;0.0;0.0;0.0;0;0.0;0.0;0.0
KENÉZ Csaba;2023-24;DEAC;3;30;10.0;4;1.3;7.5;23.2;2.00;2;0.7;3.7;28.6;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;2;0.7;3.7;75.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
HOCKERUP-FISCHER Dávid;2023-24;NKA Pécs;5;30;6.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;6;3;9;1.2;0.6;1.8;10.6;5.3;15.9;21.2;9.3;14.8;5;1.0;8.8;8;1.6;14.1;18.8;1;0.2;1.8;;0;0.0;0.0;0.0
ARABO Abraham;2022-23;Szolnok;7;29;4.1;1;0.1;2.0;5.2;1.00;1;0.1;2.0;10.2;6;3;9;0.9;0.4;1.3;11.7;5.9;17.5;22.1;13.2;18.1;4;0.6;7.8;5;0.7;9.7;29.0;2;0.3;3.9;2.0;1;0.1;2.0;3.4
FAZEKAS Máté;2023-24;Alba Fehérvár;6;29;4.8;0;0.0;0.0;0.0;0.00;2;0.3;3.6;16.7;4;3;7;0.7;0.5;1.2;7.2;5.4;12.6;15.8;11.8;13.8;0;0.0;0.0;8;1.3;14.4;18.1;0;0.0;0.0;0.0;0;0.0;0.0;0.0
BALÁZSI Ákos;2024-25;DEAC;4;29;7.2;3;0.8;5.7;13.4;1.50;2;0.5;3.8;25.0;1;0;1;0.3;0.0;0.3;1.9;0.0;1.9;3.5;0.0;1.9;2;0.5;3.8;4;1.0;7.6;35.8;0;0.0;0.0;0.0;0;0.0;0.0;0.0
VINCZE Roland;2022-23;Szolnok;11;28;2.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;0.2;0.0;0.2;4.0;0.0;4.0;8.4;0.0;4.2;2;0.2;4.0;2;0.2;4.0;70.0;0;0.0;0.0;;0;0.0;0.0;0.0
GERÖLY Márton;2023-24;Körmend;10;28;2.8;0;0.0;0.0;0.0;0.00;1;0.1;1.9;7.7;3;0;3;0.3;0.0;0.3;5.7;0.0;5.7;11.8;0.0;5.9;0;0.0;0.0;2;0.2;3.8;70.0;1;0.1;1.9;1.0;0;0.0;0.0;0.0
Zdravko BOŠKOVIĆ;2024-25;Körmend;3;28;9.3;0;0.0;0.0;0.0;0.00;1;0.3;1.9;12.5;1;2;3;0.3;0.7;1.0;1.9;3.9;5.8;3.9;7.6;5.8;1;0.3;1.9;8;2.7;15.6;17.4;0;0.0;0.0;0.0;0;0.0;0.0;0.0
PÁPAI Máté;2022-23;Oroszlány;4;26;6.5;2;0.5;4.3;17.0;2.00;1;0.3;2.1;16.9;2;3;5;0.5;0.8;1.3;4.3;6.4;10.7;10.2;12.0;11.2;2;0.5;4.3;7;1.8;15.0;18.6;0;0.0;0.0;0.0;0;0.0;0.0;0.0
NAGY Péter;2024-25;Körmend;9;26;2.9;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;1;2;0.1;0.1;0.2;2.0;2.0;4.0;4.6;4.1;4.3;2;0.2;4.0;2;0.2;4.0;65.7;1;0.1;2.0;;0;0.0;0.0;0.0
ANTALICS Dániel;2022-23;Kaposvár;5;24;4.8;0;0.0;0.0;0.0;0.00;1;0.2;2.2;16.9;2;2;4;0.4;0.4;0.8;4.5;4.5;9.0;9.8;9.5;9.6;1;0.2;2.2;2;0.4;4.5;60.0;1;0.2;2.2;1.0;1;0.2;2.2;4.3
HORVÁTH Ákos;2024-25;Szolnok;12;23;1.9;2;0.2;4.8;10.8;0.67;3;0.3;7.1;25.2;4;0;4;0.3;0.0;0.3;9.5;0.0;9.5;18.1;0.0;9.6;1;0.1;2.4;3;0.3;7.1;37.6;1;0.1;2.4;0.3;0;0.0;0.0;0.0
FLASÁR Zalán;2023-24;Sopron;2;22;11.0;3;1.5;7.1;19.7;3.00;1;0.5;2.4;20.0;4;1;5;2.0;0.5;2.5;9.5;2.4;11.8;25.5;4.5;13.2;1;0.5;2.4;3;1.5;7.1;36.7;1;0.5;2.4;1.0;3;1.5;7.1;12.5
HARKA Szabolcs;2024-25;PVSK;5;22;4.4;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.2;0.0;0.2;2.4;0.0;2.4;5.8;0.0;2.7;0;0.0;0.0;4;0.8;9.6;27.6;1;0.2;2.4;;0;0.0;0.0;0.0
SIMÓ Bence;2022-23;ZTE;8;21;2.6;0;0.0;0.0;0.0;0.00;1;0.1;2.5;9.3;2;0;2;0.3;0.0;0.3;5.0;0.0;5.0;10.5;0.0;5.3;2;0.3;5.0;3;0.4;7.5;35.0;2;0.3;5.0;2.0;0;0.0;0.0;0.0
KISS Dominik;2023-24;Szolnok;7;21;3.0;1;0.1;2.5;6.3;1.00;1;0.1;2.5;100.0;2;1;3;0.3;0.1;0.4;5.1;2.5;7.6;10.8;5.2;7.9;1;0.1;2.5;3;0.4;7.6;35.0;1;0.1;2.5;1.0;0;0.0;0.0;0.0
Isaiah HILL;2024-25;Oroszlány;1;20;20.1;1;1.0;2.7;7.6;0.50;2;2.0;5.4;40.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;3.0;8.0;3;3.0;8.0;33.6;0;0.0;0.0;0.0;0;0.0;0.0;0.0
GÉRINGER Gergő;2022-23;Atomerőmű SE;5;19;3.8;0;0.0;0.0;0.0;0.00;2;0.4;5.7;33.9;3;0;3;0.6;0.0;0.6;8.6;0.0;8.6;17.0;0.0;8.6;1;0.2;2.9;2;0.4;5.7;47.5;1;0.2;2.9;0.5;0;0.0;0.0;0.0
HORVÁTH Ádám;2022-23;Falco KC;9;19;2.1;1;0.1;2.9;6.1;1.00;1;0.1;2.9;50.0;1;0;1;0.1;0.0;0.1;2.9;0.0;2.9;5.4;0.0;3.0;0;0.0;0.0;3;0.3;8.7;31.7;0;0.0;0.0;0.0;0;0.0;0.0;0.0
VASKÓ György;2022-23;NYBS;6;19;3.2;1;0.2;2.8;8.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
NAGY Péter;2023-24;Körmend;7;19;2.7;1;0.1;2.8;8.8;;0;0.0;0.0;0.0;3;0;3;0.4;0.0;0.4;8.4;0.0;8.4;16.5;0.0;8.5;0;0.0;0.0;3;0.4;8.3;31.7;2;0.3;5.6;;1;0.1;2.8;4.9
HORVÁTH Ákos;2023-24;Szolnok;3;19;6.3;0;0.0;0.0;0.0;0.00;1;0.3;2.9;25.0;1;0;1;0.3;0.0;0.3;2.9;0.0;2.9;5.6;0.0;2.9;0;0.0;0.0;1;0.3;2.9;95.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
HEGEDÜS Brúnó;2024-25;DEAC;4;19;4.6;1;0.3;3.0;8.8;0.50;2;0.5;6.0;28.6;0;1;1;0.0;0.3;0.3;0.0;3.0;3.0;0.0;5.9;2.8;0;0.0;0.0;3;0.8;9.0;30.9;0;0.0;0.0;0.0;0;0.0;0.0;0.0
ÁRVA-FILE Balázs;2024-25;Oroszlány;8;19;2.4;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;0.3;0.0;0.3;5.7;0.0;5.7;11.6;0.0;6.0;0;0.0;0.0;1;0.1;2.8;94.8;0;0.0;0.0;;0;0.0;0.0;0.0
CSOMÓS Kristóf;2022-23;Bp. Honvéd;7;18;2.6;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;3;0;3;0.4;0.0;0.4;9.3;0.0;9.3;19.9;0.0;9.4;0;0.0;0.0;1;0.1;3.1;90.0;0;0.0;0.0;;0;0.0;0.0;0.0
KÉKESI Kolos;2024-25;Atomerőmű SE;9;17;1.9;2;0.2;6.2;13.8;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;2;0.2;6.2;43.5;0;0.0;0.0;;0;0.0;0.0;0.0
GERA Ferenc;2024-25;Kecskemét;3;17;5.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;0.7;0.0;0.7;6.5;0.0;6.5;15.7;0.0;6.8;2;0.7;6.5;0;0.0;0.0;0.0;1;0.3;3.2;;0;0.0;0.0;0.0
LUKÁCSI Gábor;2024-25;NKA Pécs;1;17;17.4;0;0.0;0.0;0.0;0.00;3;3.0;9.1;33.3;0;2;2;0.0;2.0;2.0;0.0;6.1;6.1;0.0;11.8;6.0;0;0.0;0.0;2;2.0;6.1;43.5;2;2.0;6.1;0.7;0;0.0;0.0;0.0
GÓBI Marcell;2023-24;Alba Fehérvár;8;16;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;0.3;0.0;0.3;6.6;0.0;6.6;12.6;0.0;6.8;1;0.1;3.3;3;0.4;9.9;26.7;1;0.1;3.3;;0;0.0;0.0;0.0
KISS Benedek;2023-24;Alba Fehérvár;8;16;2.0;0;0.0;0.0;0.0;0.00;1;0.1;3.3;20.0;3;0;3;0.4;0.0;0.4;9.8;0.0;9.8;20.5;0.0;10.4;0;0.0;0.0;2;0.3;6.5;40.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
MÉSZÁROS Tamás;2024-25;Szedeák;5;15;3.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.2;3.7;0;0.0;0.0;0.0;1;0.2;3.7;;0;0.0;0.0;0.0
ARABO Abraham;2024-25;Szolnok;7;14;1.9;0;0.0;0.0;0.0;0.00;1;0.1;4.0;34.5;3;2;5;0.4;0.3;0.7;11.9;7.9;19.8;22.8;16.2;19.6;1;0.1;4.0;7;1.0;27.7;9.7;1;0.1;4.0;1.0;0;0.0;0.0;0.0
PAVLÍK Botond;2022-23;Atomerőmű SE;2;13;6.5;1;0.5;4.3;11.0;1.00;1;0.5;4.3;11.2;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.5;4.3;3;1.5;12.8;21.7;1;0.5;4.3;1.0;0;0.0;0.0;0.0
ARNOLD Botond;2023-24;Atomerőmű SE;3;13;4.3;0;0.0;0.0;0.0;0.00;1;0.3;4.2;29.0;4;2;6;1.3;0.7;2.0;16.9;8.5;25.4;34.2;19.0;27.0;1;0.3;4.2;0;0.0;0.0;0.0;1;0.3;4.2;1.0;0;0.0;0.0;0.0
VINCZE Roland;2023-24;Szolnok;3;13;4.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;1;3;0.7;0.3;1.0;8.0;4.0;12.0;19.9;8.2;13.4;0;0.0;0.0;5;1.7;19.9;13.0;1;0.3;4.0;;0;0.0;0.0;0.0
VÁMOS Ádám;2022-23;Bp. Honvéd;6;12;2.0;4;0.7;18.4;57.6;;0;0.0;0.0;0.0;0;3;3;0.0;0.5;0.5;0.0;13.8;13.8;0.0;25.1;13.9;1;0.2;4.6;2;0.3;9.2;30.0;1;0.2;4.6;;0;0.0;0.0;0.0
HEGEDÜS Brúnó;2023-24;DEAC;7;12;1.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.1;0.0;0.1;4.7;0.0;4.7;9.2;0.0;4.7;0;0.0;0.0;1;0.1;4.7;60.0;0;0.0;0.0;;0;0.0;0.0;0.0
TÓTH Balázs;2023-24;Kecskemét;4;12;3.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.3;4.6;3;0.8;13.9;20.0;1;0.3;4.6;;0;0.0;0.0;0.0
TAKÁCS Zsolt;2023-24;Falco KC;6;11;1.8;1;0.2;4.8;13.5;1.00;1;0.2;4.8;25.0;5;1;6;0.8;0.2;1.0;23.8;4.8;28.5;46.0;10.7;29.7;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
CZERMANN Patrik;2022-23;DEAC;2;10;5.0;1;0.5;5.7;21.1;;0;0.0;0.0;0.0;3;1;4;1.5;0.5;2.0;16.9;5.7;22.6;34.3;10.0;21.3;1;0.5;5.6;1;0.5;5.6;50.0;0;0.0;0.0;;0;0.0;0.0;0.0
GERÖLY Márton;2022-23;Körmend;4;10;2.5;1;0.3;5.5;13.9;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
SZUGYICZKI Máté;2024-25;Szolnok;6;10;1.7;0;0.0;0.0;0.0;0.00;1;0.2;5.4;33.3;2;1;3;0.3;0.2;0.5;10.8;5.4;16.2;19.5;11.0;15.5;0;0.0;0.0;1;0.2;5.4;50.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
FÁBIÁN Szabolcs;2022-23;DEAC;2;9;4.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;1;3;1.0;0.5;1.5;12.6;6.3;18.8;25.4;11.1;17.8;0;0.0;0.0;3;1.5;18.8;15.0;0;0.0;0.0;;0;0.0;0.0;0.0
HEIMANN Gergő;2023-24;Atomerőmű SE;1;9;9.0;0;0.0;0.0;0.0;0.00;1;1.0;6.1;33.3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;3;3.0;18.2;15.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
FEHÉRVÁRI Csegő;2023-24;Kaposvár;2;9;4.5;0;0.0;0.0;0.0;0.00;1;0.5;6.0;33.3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.5;6.0;45.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
ARNOLD Botond;2024-25;Atomerőmű SE;4;9;2.3;0;0.0;0.0;0.0;0.00;1;0.3;6.0;25.0;2;0;2;0.5;0.0;0.5;12.0;0.0;12.0;26.2;0.0;13.8;0;0.0;0.0;2;0.5;12.0;23.5;0;0.0;0.0;0.0;0;0.0;0.0;0.0
BOTKA Botond;2022-23;Kecskemét;4;8;2.0;0;0.0;0.0;0.0;0.00;1;0.3;6.9;33.3;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.3;6.9;40.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
VÁMOS Ádám;2023-24;Bp. Honvéd;5;8;1.6;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.2;7.0;40.0;0;0.0;0.0;;0;0.0;0.0;0.0
HANSEN Dániel;2023-24;Falco KC;4;8;2.0;0;0.0;0.0;0.0;0.00;2;0.5;13.3;66.7;1;0;1;0.3;0.0;0.3;6.6;0.0;6.6;13.2;0.0;6.8;0;0.0;0.0;0;0.0;0.0;0.0;1;0.3;6.6;0.5;0;0.0;0.0;0.0
TÓTH Patrik;2023-24;Kecskemét;4;8;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;0.5;0.0;0.5;13.8;0.0;13.8;33.1;0.0;15.6;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
TÓTH-ERDEI Máté;2023-24;Körmend;3;8;2.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.3;0.0;0.3;6.7;0.0;6.7;13.4;0.0;6.7;1;0.3;6.7;1;0.3;6.7;40.0;0;0.0;0.0;;0;0.0;0.0;0.0
SÁGODI Róbert;2024-25;DEAC;2;8;4.2;1;0.5;6.7;19.5;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.5;6.7;1;0.5;6.7;42.4;0;0.0;0.0;;0;0.0;0.0;0.0
KELLER Bendegúz;2024-25;Sopron;6;8;1.3;1;0.2;6.6;15.3;1.00;1;0.2;6.6;25.6;1;0;1;0.2;0.0;0.2;6.6;0.0;6.6;14.8;0.0;7.3;1;0.2;6.6;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
HANSEN Dániel;2022-23;Falco KC;3;7;2.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.3;0.0;0.3;8.2;0.0;8.2;15.6;0.0;8.7;0;0.0;0.0;1;0.3;8.2;35.0;0;0.0;0.0;;0;0.0;0.0;0.0
TÓTH Balázs;2022-23;Kecskemét;4;7;1.8;0;0.0;0.0;0.0;0.00;1;0.3;7.6;34.5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.3;7.6;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
GERA Ferenc;2023-24;Kecskemét;2;7;3.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.5;8.1;3;1.5;24.2;11.7;0;0.0;0.0;;0;0.0;0.0;0.0
ANGYAL Medárd;2023-24;NKA Pécs;2;7;3.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;2;0;2;1.0;0.0;1.0;14.5;0.0;14.5;34.1;0.0;14.8;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KAZY Balázs;2023-24;NKA Pécs;3;7;2.3;0;0.0;0.0;0.0;0.00;1;0.3;7.6;33.3;2;0;2;0.7;0.0;0.7;15.2;0.0;15.2;28.1;0.0;13.3;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
RAVASZ Márk;2024-25;PVSK;2;7;3.4;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;8.1;0.0;8.1;19.3;0.0;8.7;0;0.0;0.0;1;0.5;8.1;34.0;0;0.0;0.0;;0;0.0;0.0;0.0
KOVÁCS Áron;2024-25;ZTE;8;7;0.9;0;0.0;0.0;0.0;0.00;1;0.1;7.3;50.0;0;1;1;0.0;0.1;0.1;0.0;7.3;7.3;0.0;16.6;8.5;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
TAKÁCS Erik;2022-23;Kecskemét;3;6;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;3;1.0;27.9;10.0;0;0.0;0.0;;0;0.0;0.0;0.0
LENDVAY Bence;2024-25;Bp. Honvéd;2;6;2.9;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;9.6;0.0;9.6;16.9;0.0;9.7;0;0.0;0.0;0;0.0;0.0;0.0;1;0.5;9.6;;0;0.0;0.0;0.0
GYIMES Áron;2024-25;ZTE;3;6;1.8;1;0.3;9.6;19.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
HEGEDÜS Brúnó;2022-23;DEAC;1;5;5.0;1;1.0;11.0;44.4;;0;0.0;0.0;0.0;2;1;3;2.0;1.0;3.0;22.0;11.0;33.0;37.2;20.5;29.3;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
TÓTH Gergő;2022-23;NYBS;4;5;1.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;1;1;0.0;0.3;0.3;0.0;11.4;11.4;0.0;20.2;11.7;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KELLER Bendegúz;2022-23;Sopron;2;5;2.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;11.4;0.0;11.4;20.5;0.0;11.1;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
BELLA Ádám;2022-23;Szedeák;2;5;2.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.5;11.0;25.0;0;0.0;0.0;;0;0.0;0.0;0.0
KARDA Dominik;2023-24;Bp. Honvéd;3;5;1.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.3;11.1;25.0;0;0.0;0.0;;0;0.0;0.0;0.0
CSIZMADIA Attila;2023-24;DEAC;2;5;2.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;11.3;0.0;11.3;21.6;0.0;11.6;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
CZERMANN Máté;2023-24;Oroszlány;3;5;1.7;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.3;0.0;0.3;10.3;0.0;10.3;18.6;0.0;10.5;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
MOKÁNSZKI Milán;2023-24;Szedeák;4;5;1.3;0;0.0;0.0;0.0;0.00;1;0.3;10.0;34.5;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.3;10.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
POLÁNYI Kristóf;2023-24;Szedeák;1;5;5.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;3;3.0;30.6;8.3;0;0.0;0.0;;0;0.0;0.0;0.0
PÁRKÁNYI Máté;2024-25;Alba Fehérvár;3;5;1.6;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.3;0.0;0.3;10.6;0.0;10.6;21.9;0.0;12.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
KARDA Dominik;2024-25;Bp. Honvéd;2;5;2.4;1;0.5;11.8;36.6;1.00;1;0.5;11.8;100.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
CZERMANN Máté;2024-25;Oroszlány;3;5;1.6;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;1;0.3;11.7;22.1
HŐGYE Patrik;2022-23;DEAC;2;4;2.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.5;13.6;20.0;0;0.0;0.0;;1;0.5;13.6;26.3
CSORNAI Csaba;2022-23;Szedeák;3;4;1.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.3;14.4;20.0;0;0.0;0.0;;0;0.0;0.0;0.0
TÓTH Barnabás;2023-24;ZTE;1;4;4.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;1;1;0.0;1.0;1.0;0.0;12.9;12.9;0.0;27.0;13.7;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
NÉMETH Bálint;2024-25;Falco KC;3;4;1.4;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.3;13.6;20.3;0;0.0;0.0;;0;0.0;0.0;0.0
GERÖLY Márton;2024-25;Körmend;2;4;1.8;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
SZITA Márton;2024-25;NKA Pécs;2;4;2.2;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
RÉDEI Péter;2022-23;Bp. Honvéd;2;3;1.5;0;0.0;0.0;0.0;0.00;1;0.5;19.1;50.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0
TÓTH Patrik;2022-23;Kecskemét;2;3;1.5;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;1;0.5;18.7;15.0;0;0.0;0.0;;0;0.0;0.0;0.0
YAKE Matthew;2023-24;Kaposvár;1;3;3.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
GERENCSÉR Botond;2023-24;ZTE;1;3;3.0;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;1.0;17.2;;0;0.0;0.0;0.0
OSZTOICS Milán;2024-25;Alba Fehérvár;2;3;1.3;0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1;0;1;0.5;0.0;0.5;21.0;0.0;21.0;41.3;0.0;22.1;0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;;0;0.0;0.0;0.0
